,Latitude,Longitude,Year,Accident_count
25899,59.683333,-161.883333,2001,1
16275,39.766667,-121.983333,2001,1
1467,25.995,-81.676389,2001,1
11035,35.919167,-75.695555,2001,1
7012,33.455556,-84.78944399999997,2001,1
13543,38.037222,-87.530556,2001,1
8723,34.333333,-117.326945,2001,1
6655,33.251667,-117.53,2001,1
25163,48.5,-122.808056,2001,1
6663,33.256667,-98.447222,2001,1
11145,35.97277800000001,-115.134444,2001,1
11429,36.161389,-87.685833,2001,1
10243,35.27333400000001,-82.637777,2001,1
6694,33.269167,-111.811111,2001,2
16720,40.024445,-82.461667,2001,2
6724,33.285,-97.616667,2001,1
1287,24.902222,-80.934722,2001,1
8693,34.306667,-83.88,2001,1
16657,39.994444,-75.583333,2001,1
16648,39.99,-75.58166700000002,2001,1
6743,33.3,-86.3,2001,1
6705,33.269167,-11.811111,2001,1
16634,39.983333,-82.883333,2001,1
16846,40.091944,-76.574167,2001,1
16852,40.093611,-81.584722,2001,1
6509,33.17527800000001,-97.828334,2001,1
6512,33.17527800000001,-86.309167,2001,1
6514,33.175556,-82.642777,2001,1
17013,40.184444,-111.703333,2001,1
16999,40.168611,-84.301389,2001,1
6530,33.178334,-87.191389,2001,1
13473,37.993889,-122.061389,2001,1
1366,25.647777,-80.89694399999998,2001,1
10221,35.259444,-113.938055,2001,1
6552,33.185277,-117.126945,2001,1
13489,38.006667,-88.948611,2001,1
11177,35.988611,-113.983333,2001,1
13498,38.009722,-77.97,2001,1
6593,33.214167,-96.747777,2001,1
25090,48.315278,-115.986666,2001,1
10239,35.27027800000001,-82.644166,2001,1
6548,33.184444,-117.445277,2001,1
6753,33.305,-81.108889,2001,1
16627,39.978889,-75.865278,2001,1
16600,39.948333,-74.8325,2001,1
11087,35.9475,-114.861111,2001,1
16432,39.859722,-104.671667,2001,1
25467,52.475,13.408333,2001,1
16387,39.839166,-119.746944,2001,1
25492,53.35,-6.483333,2001,1
16380,39.834166,-119.354167,2001,1
6939,33.420278,-104.658889,2001,1
6876,33.371945000000004,-82.0,2001,1
1127,21.2775,-157.770834,2001,1
8626,34.265556,-110.005556,2001,1
1108,21.105278,39.598055,2001,1
6981,33.437777000000004,-112.015833,2001,1
16301,39.784166,-121.848889,2001,1
6995,33.45,-111.716667,2001,2
1087,20.882778,-156.965,2001,1
11038,35.92138900000001,-119.30388899999998,2001,1
25519,53.96,-166.621389,2001,1
6867,33.366667,-117.6,2001,1
11094,35.95,-114.85,2001,1
1191,21.896666,-159.603056,2001,1
1250,24.493611,39.559722,2001,1
6788,33.313333,-86.935833,2001,1
1238,23.700556,-98.951111,2001,1
1237,23.583333,-75.25,2001,1
1233,23.5,-77.133333,2001,1
16540,39.916945,-76.872778,2001,1
6807,33.326389,-83.389166,2001,1
1227,23.166667,-82.1,2001,1
1226,23.15,-109.716667,2001,1
6813,33.333333,-79.983333,2001,1
6820,33.342223,-117.527222,2001,1
6823,33.345833,-84.109167,2001,1
6849,33.356944,-84.572223,2001,1
1196,21.966667,-159.333333,2001,1
1194,21.95,-159.55,2001,1
25369,49.500556,11.616667,2001,1
25372,49.65,145.26666699999996,2001,1
11036,35.920278,-75.697222,2001,1
8979,34.528056,-118.113611,2001,1
9061,34.579445,-84.020556,2001,1
13065,37.659444,-122.122223,2001,1
22337,44.302222,-113.02388899999998,2001,1
22359,44.320556,-69.79722199999999,2001,1
22365,44.322223,-69.785555,2001,1
20315,42.404444,-78.8475,2001,1
3063,29.2225,-99.751111,2001,1
9736,35.021945,-110.7225,2001,1
22386,44.351111,-68.66194399999999,2001,1
20390,42.460833,-71.518334,2001,1
20303,42.39777700000001,-70.866389,2001,1
4376,30.6375,-86.993611,2001,1
12506,37.146111,-94.688333,2001,1
20284,42.372223,-122.872778,2001,1
20281,42.368334,-71.015,2001,1
4398,30.671389,-98.261111,2001,1
20277,42.366667,-71.0,2001,1
4409,30.678889,-97.679445,2001,1
4365,30.623056,-104.250556,2001,1
3098,29.296111,-92.88,2001,1
11968,36.630556,-80.018334,2001,1
9719,35.018056,-80.62,2001,1
4207,30.461667,-87.9,2001,1
3180,29.389166,-100.942222,2001,1
20523,42.55833300000001,-106.861944,2001,1
3165,29.359444,-99.176667,2001,1
4237,30.491666,-87.455,2001,1
4238,30.493611,-81.690833,2001,1
12012,36.67138900000001,-121.746944,2001,1
4252,30.506111,-81.70611099999998,2001,1
22253,44.203333,-72.56222199999998,2001,1
12007,36.666389,-119.449722,2001,1
11996,36.662778,-121.606389,2001,1
4262,30.517778000000003,-97.780556,2001,1
20451,42.501389,-76.473334,2001,1
3127,29.336944,-98.471111,2001,1
4289,30.533056,-91.149722,2001,1
3107,29.301111,-81.11361099999998,2001,1
4292,30.533056,-91.149444,2001,1
20272,42.364167,-71.005,2001,3
22440,44.411111,-70.14527700000001,2001,1
22455,44.449444,-68.361389,2001,1
4430,30.688055,-104.9275,2001,1
20059,42.184166,-73.403056,2001,1
9774,35.04,-106.609167,2001,1
20050,42.175834,-77.111944,2001,1
20046,42.17138900000001,-72.707222,2001,1
11864,36.514167,-88.721389,2001,1
4582,30.920556,-97.623056,2001,1
12593,37.235,-80.616945,2001,1
2878,28.977778000000004,-82.363889,2001,1
4601,30.974723,-84.640277,2001,1
22760,44.823334,-93.491389,2001,1
22761,44.826667,-93.456667,2001,1
19950,42.083333,-87.611111,2001,1
4632,31.055833000000003,-82.773889,2001,1
11846,36.475,-108.796666,2001,1
9299,34.733889000000005,-79.666389,2001,2
2847,28.916667,-81.083333,2001,1
9295,34.733333,-118.216667,2001,1
4555,30.873056,-87.817778,2001,1
3198,29.433333,-92.5,2001,1
22657,44.68333300000001,-73.516667,2001,1
2920,29.055556,-80.94833299999998,2001,1
9364,34.783611,-89.758611,2001,1
20226,42.328056,-72.611389,2001,1
12525,37.154167,-94.434722,2001,1
4455,30.728334000000004,-81.288333,2001,1
9353,34.765833,-114.473889,2001,1
2987,29.113889,-95.9525,2001,1
4463,30.735277000000004,-101.203056,2001,1
9351,34.761667,-88.63416600000002,2001,1
4468,30.736944,-89.36833399999998,2001,1
9759,35.035555,-89.968611,2001,1
2957,29.08,-81.046666,2001,1
22592,44.615278,-109.115556,2001,1
22596,44.620278000000006,-73.30555600000002,2001,1
4511,30.785833,-89.50444399999998,2001,1
20113,42.2125,-83.338889,2001,1
22627,44.650833,-73.468056,2001,1
22636,44.665278,-109.135,2001,1
11882,36.55,-89.666667,2001,1
20578,42.58527700000001,-99.985,2001,1
20579,42.585555,-70.92444499999998,2001,1
9691,34.991389,-78.88,2001,1
12242,36.866667,-121.366667,2001,1
3478,29.704444,-98.042222,2001,2
3461,29.69,-82.27166700000002,2001,2
21191,43.114444,-74.677223,2001,1
9532,34.883333,-120.462778,2001,1
3445,29.670834000000006,-92.918334,2001,1
3805,30.071111,-83.582223,2001,1
21109,43.046111,-88.23944399999998,2001,1
12261,36.893333,-121.41,2001,1
9521,34.879445000000004,-100.906667,2001,1
3842,30.148889,-95.509444,2001,1
21083,43.017223,-72.65083299999998,2001,1
21062,42.991944,-104.363611,2001,1
9512,34.8725,-95.781111,2001,1
21822,43.747777,-111.083333,2001,1
21043,42.962778,-70.828611,2001,1
3396,29.635555,-83.104722,2001,1
3489,29.713333,-91.331945,2001,1
21836,43.768334,-71.386666,2001,1
3491,29.714444,-93.911944,2001,1
3722,30.0,-100.0,2001,1
21484,43.43333300000001,-121.95,2001,1
9598,34.91777800000001,-91.281389,2001,1
9599,34.918056,-116.591111,2001,1
21457,43.400833,-101.175834,2001,1
21554,43.510278,-88.636111,2001,1
21452,43.397222,-70.472223,2001,1
21440,43.386389,-110.52833400000002,2001,1
12159,36.78,-76.448611,2001,1
3544,29.786111,-94.868611,2001,1
21406,43.349722,-115.44611100000002,2001,1
12203,36.833611,-94.903889,2001,1
21626,43.5725,-71.41888900000002,2001,1
9611,34.934166,-104.634166,2001,1
3514,29.738611,-99.761111,2001,1
21335,43.25,-123.1,2001,1
3720,29.995,-81.6725,2001,1
21306,43.217223,-78.969167,2001,1
21286,43.201667,-71.502222,2001,1
2842,28.9025,-93.282778,2001,1
21038,42.96,-76.826667,2001,1
21021,42.947222,-87.896666,2001,1
20748,42.7225,-71.42694499999998,2001,1
9463,34.848611,-111.78861100000002,2001,1
20732,42.716945,-71.123334,2001,1
3262,29.506111,-95.476945,2001,1
22056,43.9875,-70.1025,2001,1
22060,43.989444,-88.6025,2001,1
4085,30.369445,-87.436666,2001,1
20707,42.697222,-123.944444,2001,1
9455,34.848055,-82.35,2001,1
4092,30.375,-92.399444,2001,1
20677,42.666667,-82.626389,2001,1
3229,29.467778000000006,-81.21055600000003,2001,1
12395,37.03083400000001,-79.098333,2001,1
12396,37.031389,-100.849722,2001,1
22125,44.048333,-70.283333,2001,1
3220,29.466667,-81.201111,2001,1
4155,30.407222,-89.07,2001,1
21983,43.949166,-88.55805600000002,2001,1
21856,43.78,-123.036111,2001,1
4017,30.3125,-95.588889,2001,1
9476,34.850556,-84.011667,2001,1
3892,30.204722,-85.82388900000002,2001,1
3893,30.205278000000003,-91.9875,2001,1
3376,29.622223,-95.656389,2001,1
12282,36.906111,-94.012778,2001,1
3366,29.618056,-82.508611,2001,1
20978,42.91388900000001,-106.464444,2001,1
20943,42.900278,-106.458056,2001,1
20922,42.881667,-72.270834,2001,1
3341,29.588889,-82.871111,2001,1
3962,30.247222,-81.68055600000002,2001,1
21934,43.876111,-121.453056,2001,1
21939,43.878889,-91.256667,2001,1
20901,42.852222,-73.928611,2001,1
20890,42.827223,-74.403889,2001,1
3983,30.277778,-81.80583299999998,2001,2
20860,42.801111,-74.26083299999998,2001,1
3994,30.287777,-89.368611,2001,1
3303,29.533333,-100.3,2001,1
4652,31.121389,-84.126667,2001,1
9293,34.732223,-112.035,2001,1
19885,42.024723,-70.83805500000003,2001,1
11544,36.220278,-95.313056,2001,2
5393,32.296665999999995,-80.936666,2001,1
9969,35.138611,-111.671111,2001,1
18697,41.246389,-71.783056,2001,1
18689,41.238611,-76.934166,2001,1
5448,32.353889,-97.676389,2001,1
5455,32.357222,-97.166945,2001,1
18667,41.21,-81.257778,2001,1
18662,41.206944,-77.22583399999998,2001,1
5487,32.401389,-95.5425,2001,1
11529,36.211667,-115.195555,2001,2
11526,36.211667,-115.195833,2001,1
9984,35.141944,-111.674167,2001,1
18604,41.182223,-73.026945,2001,1
23819,46.208333,-118.275,2001,1
9986,35.144721999999994,-96.425278,2001,1
5519,32.426945,-111.389444,2001,1
18749,41.285833,-120.194722,2001,1
12947,37.5625,-119.044722,2001,1
5378,32.285833000000004,-86.366945,2001,1
18766,41.30027800000001,-111.816945,2001,1
18932,41.410556,-87.517223,2001,1
2360,27.988889,-82.01861099999998,2001,1
18913,41.399722,-88.792777,2001,1
5294,32.164722,-80.733611,2001,1
18896,41.387777,-70.587777,2001,1
5301,32.191666,-81.873334,2001,1
18876,41.374167,-84.067778,2001,1
18869,41.371389,-73.481945,2001,1
18852,41.36,-70.01333299999999,2001,1
12850,37.494722,-107.350278,2001,1
5355,32.25,-110.1,2001,1
2315,27.952778,-81.802222,2001,1
2310,27.950278000000004,-81.599722,2001,1
18790,41.32083400000001,-112.163333,2001,1
5365,32.2625,-107.720834,2001,1
12855,37.5,-77.31666700000002,2001,1
12861,37.503056,-77.12527800000002,2001,1
2295,27.933333,-82.349722,2001,1
12835,37.482778,-87.6875,2001,1
18575,41.161667,-79.082778,2001,1
5533,32.438611,-90.103056,2001,1
2063,27.397222,-82.556944,2001,1
18327,40.984444,-80.69111099999998,2001,1
18304,40.969167,-75.0025,2001,1
10027,35.157222,-114.256111,2001,1
5709,32.570834000000005,-97.586944,2001,1
5711,32.572223,-116.980278,2001,1
5715,32.572223,-116.98,2001,1
5726,32.579167,-96.718889,2001,1
10036,35.164444,-111.639166,2001,1
18224,40.920834,-74.8625,2001,1
2011,27.262778000000004,-80.849722,2001,1
18199,40.896666,-117.805833,2001,2
24150,46.841944,-122.244444,2001,1
18196,40.891389,-78.381389,2001,1
24153,46.85,-96.233333,2001,1
13063,37.659444,-123.181667,2001,1
18174,40.883333,-117.8,2001,1
10023,35.155556,-104.072223,2001,1
11512,36.210278,-122.672223,2001,1
5654,32.519723,-85.8925,2001,1
5641,32.5125,-96.926667,2001,1
18546,41.149166,-81.41444399999997,2001,1
25999,60.12694499999999,-149.41888899999995,2001,1
18541,41.146389,-114.031389,2001,1
2165,27.655556,-80.418056,2001,1
2158,27.649722,-80.439166,2001,1
18513,41.128334,-74.345833,2001,1
18490,41.113611,-73.718056,2001,1
18470,41.092222,-73.700556,2001,1
5615,32.5,-116.966667,2001,1
5616,32.5,-110.916667,2001,1
18395,41.033333,-81.166667,2001,1
2111,27.495,-80.36805600000002,2001,1
2108,27.495,-80.36833399999998,2001,1
9037,34.569445,-117.555556,2001,1
18389,41.028611,-111.386944,2001,1
9035,34.568334,-98.416667,2001,1
13002,37.618889,-122.374723,2001,1
2085,27.460556,-81.348333,2001,1
1978,27.183056,-80.21194399999997,2001,1
5245,32.127778,-81.20222199999998,2001,1
5231,32.116667,-110.916667,2001,1
23023,45.097777,-118.815278,2001,1
19645,41.861944,-72.699722,2001,1
12662,37.315278,-79.13416600000002,2001,1
9242,34.698889,-99.338055,2001,1
23058,45.133333,-115.3175,2001,1
4846,31.515556,-106.147222,2001,1
4850,31.517778000000003,-105.418611,2001,1
19591,41.803611,-79.374445,2001,1
4855,31.533333,-105.625834,2001,1
4866,31.55,-84.75,2001,1
9841,35.067223,-77.41555600000002,2001,1
2653,28.533333,-81.516667,2001,1
11749,36.381667,-75.835,2001,1
19556,41.781389,-122.468056,2001,1
11733,36.366667,-114.916667,2001,1
2629,28.5,-80.783333,2001,1
4915,31.619167,-80.909722,2001,1
11770,36.416667,-121.833333,2001,1
11727,36.36277800000001,-115.611111,2001,1
9828,35.062778,-97.895277,2001,1
4786,31.374167,-109.69388899999998,2001,1
22795,44.852222,-70.283333,2001,1
19834,41.986111,-76.565,2001,1
2805,28.826945,-81.815278,2001,2
19824,41.982223,-114.66361100000002,2001,1
22835,44.869723,-116.104444,2001,1
4696,31.191666,-89.283333,2001,1
19814,41.979723,-87.904444,2001,1
2789,28.815556,-95.649166,2001,1
12626,37.268334,-107.059722,2001,1
19790,41.971389,-73.862778,2001,1
4724,31.251944,-81.567778,2001,1
12636,37.283889,-81.20611099999998,2001,1
2745,28.766667,-81.233333,2001,1
